Abbreviation	Name	Reaction	Reactions with MetNames	GPR	Genes	Protein	Subsystems	KEGGSubsys	Reversible	Lower bound	Upper bound	Objective	Confidence Score	EC. Number	Notes	References
EX_cpd00130(e)	EX L-Malate e	cpd00130[e]  <=> 	L-Malate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00142(e)	EX Acetoacetate e	cpd00142[e]  <=> 	Acetoacetate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00147(c)	EX 5-Methylthioadenosine c	cpd00147[c]  -> 	5-Methylthioadenosine  -> 		 		Exchange	Exchange	0	0	0	0				
EX_cpd00149(e)	EX Co2+ e	cpd00149[e]  <=> 	Co2+  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00154(e)	EX Xylose e	cpd00154[e]  <=> 	Xylose  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00156(e)	EX L-Valine e	cpd00156[e]  <=> 	L-Valine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00159(e)	EX L-Lactate e	cpd00159[e]  <=> 	L-Lactate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00161(e)	EX L-Threonine e	cpd00161[e]  <=> 	L-Threonine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00162(e)	EX Aminoethanol e	cpd00162[e]  <=> 	Aminoethanol  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00164(e)	EX Glucuronate e	cpd00164[e]  <=> 	Glucuronate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00176(e)	EX 2-keto-3-deoxygluconate e	cpd00176[e]  <=> 	2-keto-3-deoxygluconate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00179(e)	EX Maltose e	cpd00179[e]  <=> 	Maltose  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00182(e)	EX Adenosine e	cpd00182[e]  <=> 	Adenosine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00184(e)	EX Thymidine e	cpd00184[e]  <=> 	Thymidine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00205(e)	EX K+ e	cpd00205[e]  <=> 	K+  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00209(e)	EX Nitrate e	cpd00209[e]  <=> 	Nitrate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00210(e)	EX Taurine e	cpd00210[e]  <=> 	Taurine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00211(e)	EX Butyrate e	cpd00211[e]  <=> 	Butyrate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00221(e)	EX D-Lactate e	cpd00221[e]  <=> 	D-Lactate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00224(e)	EX L-Arabinose e	cpd00224[e]  <=> 	L-Arabinose  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00226(e)	EX HYXN e	cpd00226[e]  <=> 	HYXN  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00244(e)	EX Ni2+ e	cpd00244[e]  <=> 	Ni2+  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00246(e)	EX Inosine e	cpd00246[e]  <=> 	Inosine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00249(e)	EX Uridine e	cpd00249[e]  <=> 	Uridine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00254(e)	EX Mg e	cpd00254[e]  <=> 	Mg  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00264(e)	EX Spermidine e	cpd00264[e]  <=> 	Spermidine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00268(e)	EX H2S2O3 e	cpd00268[e]  <=> 	H2S2O3  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00277(e)	EX Deoxyguanosine e	cpd00277[e]  <=> 	Deoxyguanosine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00280(e)	EX D-Galacturonate e	cpd00280[e]  <=> 	D-Galacturonate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00305(e)	EX Thiamin e	cpd00305[e]  <=> 	Thiamin  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00307(e)	EX Cytosine e	cpd00307[e]  <=> 	Cytosine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00308(e)	EX Malonate e	cpd00308[e]  <=> 	Malonate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00309(e)	EX XAN e	cpd00309[e]  <=> 	XAN  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00322(e)	EX L-Isoleucine e	cpd00322[e]  <=> 	L-Isoleucine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00367(e)	EX Cytidine e	cpd00367[e]  <=> 	Cytidine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00395(e)	EX L-Cysteate e	cpd00395[e]  <=> 	L-Cysteate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00412(e)	EX Deoxyuridine e	cpd00412[e]  <=> 	Deoxyuridine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00423(e)	EX Vitamin B12r e	cpd00423[e]  <=> 	Vitamin_B12r  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00438(e)	EX Deoxyadenosine e	cpd00438[e]  <=> 	Deoxyadenosine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00531(e)	EX Hg2+ e	cpd00531[e]  <=> 	Hg2+  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00540(e)	EX BET e	cpd00540[e]  <=> 	BET  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00550(e)	EX D-Serine e	cpd00550[e]  <=> 	D-Serine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00609(e)	EX D-Glucarate e	cpd00609[e]  <=> 	D-Glucarate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00635(e)	EX Cbl e	cpd00635[e]  <=> 	Cbl  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00637(e)	EX D-Methionine e	cpd00637[e]  <=> 	D-Methionine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00652(e)	EX D-Mucic acid e	cpd00652[e]  <=> 	D-Mucic_acid  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00653(e)	EX D-Galactonate e	cpd00653[e]  <=> 	D-Galactonate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00654(e)	EX Deoxycytidine e	cpd00654[e]  <=> 	Deoxycytidine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00797(e)	EX (R)-3-Hydroxybutanoate e	cpd00797[e]  <=> 	(R)-3-Hydroxybutanoate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00971(e)	EX Na+ e	cpd00971[e]  <=> 	Na+  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd01012(e)	EX Cd2+ e	cpd01012[e]  <=> 	Cd2+  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd01015(e)	EX Cyanate e	cpd01015[e]  <=> 	Cyanate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd01017(e)	EX Cys-Gly e	cpd01017[e]  <=> 	Cys-Gly  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd01048(e)	EX Arsenate e	cpd01048[e]  <=> 	Arsenate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd01092(e)	EX Allantoin e	cpd01092[e]  <=> 	Allantoin  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd01242(e)	EX Thyminose e	cpd01242[e]  <=> 	Thyminose  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd01262(e)	EX Amylotriose e	cpd01262[e]  <=> 	Amylotriose  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd01329(e)	EX Maltohexaose e	cpd01329[e]  <=> 	Maltohexaose  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd01914(e)	EX L-Methionine S-oxide e	cpd01914[e]  <=> 	L-Methionine S-oxide  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd03048(e)	EX Isethionate e	cpd03048[e]  <=> 	Isethionate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd03091(e)	EX L-5'-Deoxyadenosine e	cpd03091[e]  <=> 	5'-Deoxyadenosine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd03279(e)	EX Deoxyinosine e	cpd03279[e]  <=> 	Deoxyinosine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd03424(e)	EX Vitamin B12 e	cpd03424[e]  <=> 	Vitamin_B12  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd03724(e)	EX Ferrichrome e	cpd03724[e]  <=> 	Ferrichrome  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd04097(e)	EX Pb e	cpd04097[e]  <=> 	Pb_Pb  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd04098(e)	EX Arsenite e	cpd04098[e]  <=> 	Arsenite  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd08023(e)	EX methanesulfonate e	cpd08023[e]  <=> 	methanesulfonate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd09878(e)	EX Sulfoacetate e	cpd09878[e]  <=> 	Sulfoacetate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00021(e)	EX Fe2+ e	cpd00021[e]  <=> 	Fe2+  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd10516(e)	EX fe3 e	cpd10516[e]  <=> 	fe3  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11416_c	EX Biomass c	cpd11416[c]  <=> 	Biomass  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11574(e)	EX Molybdate e	cpd11574[e]  <=> 	Molybdate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11575(e)	EX MOPS e	cpd11575[e]  <=> 	MOPS  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11576(e)	EX L-methionine R-oxide e	cpd11576[e]  <=> 	L-methionine_R-oxide  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11578(e)	EX hexanesulfonate e	cpd11578[e]  <=> 	hexanesulfonate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11579(e)	EX ethanesulfonate e	cpd11579[e]  <=> 	ethanesulfonate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11580(e)	EX Gly-Gln e	cpd11580[e]  <=> 	Gly-Gln  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11581(e)	EX gly-asn-L e	cpd11581[e]  <=> 	gly-asn-L  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11582(e)	EX ala-L-Thr-L e	cpd11582[e]  <=> 	ala-L-Thr-L  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11583(e)	EX Ala-Leu e	cpd11583[e]  <=> 	Ala-Leu  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11584(e)	EX Ala-His e	cpd11584[e]  <=> 	Ala-His  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11585(e)	EX L-alanylglycine e	cpd11585[e]  <=> 	L-alanylglycine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11586(e)	EX ala-L-glu-L e	cpd11586[e]  <=> 	ala-L-glu-L  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11587(e)	EX Ala-Gln e	cpd11587[e]  <=> 	Ala-Gln  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11588(e)	EX gly-pro-L e	cpd11588[e]  <=> 	gly-pro-L  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11589(e)	EX gly-asp-L e	cpd11589[e]  <=> 	gly-asp-L  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11590(e)	EX met-L-ala-L e	cpd11590[e]  <=> 	met-L-ala-L  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11591(e)	EX Gly-Met e	cpd11591[e]  <=> 	Gly-Met  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11592(e)	EX gly-glu-L e	cpd11592[e]  <=> 	gly-glu-L  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11593(e)	EX ala-L-asp-L e	cpd11593[e]  <=> 	ala-L-asp-L  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11595(e)	EX chromate e	cpd11595[e]  <=> 	chromate_H2O4Cr  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd11596(e)	EX butanesulfonate e	cpd11596[e]  <=> 	butanesulfonate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd15603(e)	EX Gly-Cys e	cpd15603[e]  <=> 	Gly-Cys  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd15604(e)	EX Gly-Leu e	cpd15604[e]  <=> 	Gly-Leu  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd15605(e)	EX Gly-Phe e	cpd15605[e]  <=> 	Gly-Phe  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd15606(e)	EX Gly-Tyr e	cpd15606[e]  <=> 	Gly-Tyr  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00137(e)	EX Citrate	cpd00137[e]  <=> 	Citrate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00024(e)	EX 2-Oxoglutarate	cpd00024[e]  <=> 	2-Oxoglutarate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00029(e)	EX Acetate	cpd00029[e]  <=> 	Acetate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00139(e)	EX Glycolate	cpd00139[e]  <=> 	Glycolate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00132(e)	EX L-Asparagine	cpd00132[e]  <=> 	L-Asparagine  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00079(e)	EX D-glucose-6-phosphate	cpd00079[e]  <=> 	D-glucose-6-phosphate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00588(e)	EX Sorbitol	cpd00588[e]  <=> 	Sorbitol  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00121(e)	EX L-Inositol	cpd00121[e]  <=> 	L-Inositol  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00072(e)	EX D-fructose-6-phosphate	cpd00072[e]  <=> 	D-fructose-6-phosphate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00082(e)	EX D-Fructose	cpd00082[e]  <=> 	D-Fructose  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00141(e)	EX Propionate	cpd00141[e]  <=> 	Propionate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00020(e)	EX Pyruvate	cpd00020[e]  <=> 	Pyruvate  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cPY00016(e)	EX Mannose	cPY00016[e]  <=> 	Mannose  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd01307(e)	EX D-Lyxitol	cpd01307[e]  <=> 	D-Lyxitol  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cJB00034(e)	EX L-Sorbose	cJB00034[e]  <=> 	L-Sorbose  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00306(e)	EX Xylitol	cpd00306[e]  <=> 	Xylitol  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00851(e)	EX trans-4-Hydroxy-L-proline	cpd00851[e]  <=> 	trans-4-Hydroxy-L-proline  <=> 		 		Exchange	Exchange	1	0	0	0				
EX_cpd00489(e)	EX 4-Hydroxyphenylacetate	cpd00489[e]  <=> 	4-Hydroxyphenylacetate  <=> 		 		Exchange	Exchange	1	0	0	0				
rJB00104	3-hydroxyphenylacetate-3-monooxygenase small chain	cpd00982[c] + cpd00007[c] + cpd03320[c]  -> cpd00001[c] + cpd00067[c] + cpd00015[c] + cpd00854[c] 	FADH2 + O2 + 3-Hydroxyphenylacetate  -> H2O + H+ + FAD + Homoprotocatechuate 	(PA4091) and (PA4092)	PA4091 PA4092		Tyrosine_metabolism	Tyrosine metabolism	0	0	1000	0		1.14.14.9	confusing pathway... 3-HPA vs 4-HPA into homogentisate vs homoprotocatechuate	Mendez et al. 2011.
rxn00410	UTPammonia ligase(ADP-forming)	cpd00002[c] + cpd00013[c] + cpd00062[c]  <=> 2 cpd00067[c] + cpd00008[c] + cpd00009[c] + cpd00052[c] 	ATP + NH3 + UTP  <=> 2 H+ + ADP + Phosphate + CTP 	PA3637	PA3637		pyrimidine conversions	Pyrimidine metabolism	1	-1000	1000	0		6.3.4.2		
rxn00670	acetyl-CoAphosphate acetyltransferase	cpd00067[c] + cpd00009[c] + cpd00086[c]  <=> cpd00010[c] + cpd01844[c] 	H+ + Phosphate + Propionyl-CoA  <=> CoA + Propionyl_phosphate 	PA0835	PA0835		Propanediol utilization|Fermentations: Lactate|Ethanolamine utilization|MLST|C jejuni colonization of chick caeca|Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate|Fermentations: Mixed acid|Threonine anaerobic catabolism gene cluster|Acetyl-CoA pathway of CO2 fixation	Propanoate metabolism	1	0	0	0		2.3.1.8	Based off PTAr from ecoli due to gene orthology	
rxn00675	Propinol adenylateCoA ligase (AMP-forming)	cpd00010[c] + cpd03560[c]  <=> cpd00086[c] + cpd00018[c] 	CoA + Propionyladenylate  <=> Propionyl-CoA + AMP 	((PA4733) or (PA0887) or (PA3568) or (PA2555))	PA4733 PA0887 PA3568 PA2555		Protein Acetylation and Deacetylation in Bacteria|Methylcitrate cycle|Ketoisovalerate oxidoreductase|Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Propanoate metabolism	1	-1000	1000	0		6.2.1.1,6.2.1.17		
rxn00985	ATPacetate phosphotransferase	cpd00002[c] + cpd00067[c] + cpd00141[c]  <=> cpd00008[c] + cpd01844[c] 	ATP + H+ + Propionate  <=> ADP + Propionyl_phosphate 	PA0836	PA0836		Propanediol utilization	Propanoate metabolism	1	0	0	0		2.7.2.1,2.7.2.15		
rxn00986	PropanoateCoA ligase (AMP-forming)	cpd00012[c] + cpd03560[c]  -> cpd00002[c] + cpd00067[c] + cpd00141[c] 	PPi + Propionyladenylate  -> ATP + H+ + Propionate 	((PA4733) or (PA0887) or (PA3568) or (PA2555))	PA4733 PA0887 PA3568 PA2555		Protein Acetylation and Deacetylation in Bacteria|Methylcitrate cycle|Ketoisovalerate oxidoreductase|Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Propanoate metabolism	0	0	0	0		6.2.1.1,6.2.1.17		
rxn01360	(S)-Dihydroorotateoxygen oxidoreductase	cpd00007[c] + cpd00282[c]  -> cpd00025[c] + cpd00247[c] 	O2 + S-Dihydroorotate  -> H2O2 + Orotate 	PA3050	PA3050		De Novo Pyrimidine Synthesis|YgfZ	Pyrimidine metabolism	0	0	1000	0		1.3.3.1,1.3.99.11		
rxn01987	Deoxyribokinase	cpd00008[c] + cpd00510[c]  <=> cpd00002[c] + cpd01242[c] 	ADP + deoxyribose-5-phosphate  <=> ATP + Thyminose 	PA1950	PA1950		Deoxyribose and Deoxynucleoside Catabolism|D-ribose utilization	Pentose phosphate pathway	1	-1000	1000	0		2.7.1.15	*JAB 01/16/14 - need to check source of this reaction (in Burk as well)	
rxn02122	D-GlucuronolactoneNAD+ oxidoreductase	2 cpd00001[c] + cpd00003[c] + cpd01735[c]  <=> 3 cpd00067[c] + cpd00004[c] + cpd00609[c] 	2 H2O + NAD + Glucurone  <=> 3 H+ + NADH + D-Glucarate 	((PA4022) or (PA1984) or (PA5312) or (PA1027))	PA4022 PA1984 PA5312 PA1027		Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	1	-1000	1000	0		1.2.1.3	*JAB 01/16/14 - generic aldehyde dehydrogenases // Burk: Added based on KEGG map	
rxn08336	dihydroorotic acid (menaquinone-8)	cpd00282[c] + cpd15500[c]  -> cpd00247[c] + cpd15499[c] 	S-Dihydroorotate + Menaquinone_8  -> Orotate + Menaquinol_8 	PA3050	PA3050		De Novo Pyrimidine Synthesis|YgfZ	Pyrimidine metabolism	0	0	0	0		1.3.3.1	*JAB 041714 - ubiquinone pathways have been curated, but no menaquinone synthesis pathways have been implemented so closing this for now, was enabling anaerobic growth without nitrate/NO	
rxn08527	fumarate reductase	cpd00106[c] + cpd15499[c]  <=> cpd00036[c] + cpd15500[c] 	Fumarate + Menaquinol_8  <=> Succinate + Menaquinone_8 	(PA1581 and PA1582 and PA1583 and PA1584)	PA1581 PA1582 PA1583 PA1584		YgfZ|TCA Cycle|Succinate dehydrogenase|Serine-glyoxylate cycle	Citrate cycle (TCA cycle)	1	0	0	0		1.3.99.1	*JAB 041714 - ubiquinone pathways have been curated, but no menaquinone synthesis pathways have been implemented so closing this for now, was enabling anaerobic growth without nitrate/NO; JCT 02/17/14 change to reversible // Succinate dehydrogenase (still need to annotate),changed to forward only (ecoli)	
rxn10122	NADH dehydrogenase (ubiquinone-8  3.5 protons)	45 cpd00067[c] + cpd00004[c] + cpd15560[c]  -> 35 cpd00067[e] + cpd00003[c] + cpd15561[c] 	45 H+ + NADH + Ubiquinone-8  -> 35 H+ + NAD + Ubiquinol-8 	(PA2649 and PA2648 and PA2647 and PA2646 and PA2645 and PA2644 and PA2643 and PA2642 and PA2641 and PA2640 and PA2639 and PA2638 and PA2637)	PA2649 PA2648 PA2647 PA2646 PA2645 PA2644 PA2643 PA2642 PA2641 PA2640 PA2639 PA2638 PA2637		Respiratory Complex I	Oxidative phosphorylation	0	0	1000	0		1.6.5.3	Changed to irrev	
rxn10132	Cyanate transport via proton symport	cpd00067[e] + cpd01015[e]  <=> cpd00067[c] + cpd01015[c] 	H+ + Cyanate  <=> H+ + Cyanate 	PA0273	PA0273		N/A	Transport	1	-1000	1000	0			no match in BM	
rxn00199	OxalosuccinateNADP+ oxidoreductase (decarboxylating)	cpd00067[c] + cpd03187[c]  <=> cpd00011[c] + cpd00024[c] 	H+ + Oxalosuccinate  <=> CO2 + 2-Oxoglutarate 	((PA2624) or (PA2623))	PA2624 PA2623		TCA Cycle	Citrate cycle (TCA cycle)	1	-1000	1000	0		1.1.1.42	Changed GPR to OR relationship, Changed reversibility	
rxn00541	L-Threonine acetaldehyde-lyase	cpd00161[c]  -> cpd00033[c] + cpd00071[c] 	L-Threonine  -> Glycine + Acetaldehyde 	PA0902 or PA5413	PA0902 PA5413		Threonine degradation|Glycine Biosynthesis	Glycine, serine and threonine metabolism	0	0	1000	0		4.1.2.5	No major changes	
rxn00851	D-AlanineD-Alanine ligase (ADP-forming)	cpd00002[c] + 2 cpd00117[c]  -> cpd00067[c] + cpd00008[c] + cpd00009[c] + cpd15595[c] 	ATP + 2 D-Alanine  -> H+ + ADP + Phosphate + Ala-Ala 	PA4410 or PA4201	PA4410 PA4201		Peptidoglycan Biosynthesis|Peptidoglycan Biosynthesis 2	D-Alanine metabolism	0	0	1000	0		6.3.2.4	*JAB 02/03/14 - Metacyc indicates this direction is favored, removing reversible rxn13802 originally used in recon3	
rxn01387	IsocitrateNADP+ oxidoreductase (decarboxylating)	cpd00006[c] + cpd00260[c]  <=> cpd00067[c] + cpd00005[c] + cpd03187[c] 	NADP + Isocitrate  <=> H+ + NADPH + Oxalosuccinate 	((PA2624) or (PA2623))	PA2624 PA2623		TCA Cycle	Citrate cycle (TCA cycle)	1	-1000	1000	0		1.1.1.42	Changed GPR to OR relationship, Changed reversibility	
rxn03164	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-	cpd00002[c] + cpd15595[c] + cpd02964[c]  -> cpd00067[c] + cpd00008[c] + cpd00009[c] + cpd02968[c] 	ATP + Ala-Ala + UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate  -> H+ + ADP + Phosphate + UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-_D-alanine 	PA4416	PA4416		None	Lysine biosynthesis	0	0	1000	0		6.3.2.10,6.3.2.15	*JAB 02/03/14 - removing reaction rxn13914 (rev) in favor of this reaction because MetaCyc indicates forward direction prefered and is used in Burk models	
rxn05195	Fe3+-ABC transport	cpd00001[c] + cpd00002[c] + cpd10516[e]  <=> cpd00067[c] + cpd00008[c] + cpd00009[c] + cpd10516[c] 	H2O + ATP + fe3  <=> H+ + ADP + Phosphate + fe3 	(PA5216 and PA5217 and PA5218)	PA5216 PA5217 PA5218		None	Transport	1	-1000	1000	0		3.6.3.30	Genes added from KEGG (used OR as logical structure by default)	
rxn00935	(S)-Malate(acceptor) oxidoreductase	cpd00015[c] + cpd00130[c]  -> cpd00982[c] + cpd00032[c] 	FAD + L-Malate  -> FADH2 + Oxaloacetate 	PA3452 or PA4640	PA3452 PA4640		TCA Cycle	Pyruvate metabolism	0	0	1000	0		1.1.5.4,1.1.99.16	No major changes, no match in BM	
rxn10199	Peptidoglycan subunit synthesis	cpd03495[c]  <=> cpd02229[c] + cpd15665[c] 	Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala  <=> Bactoprenyl_diphosphate + Peptidoglycan polymer (n subunits) 	PA4003	PA4003		Peptidoglycan Biosynthesis|Type IV pilus|Peptidoglycan Biosynthesis 2	Peptidoglycan biosynthesis	1	-1000	1000	0		Undetermined	*JAB 02/19/14 - all penicillin-binding proteins, but pbpA (PA4003) is essential in IV and other species, so removing other potential binding proteins from this particular reaction to improve gene essentiality predictions : (PA0378) or (PA0869) or (PA2272) or (PA3047) or (PA3999) or (PA4418) or (PA4700) or (PA5045)	
rxn05229	NCAIR synthetase and NCAIR mutase	cpd00002[c] + cpd00242[c] + cpd02140[c]  <=> cpd00067[c] + cpd00008[c] + cpd00009[c] + cpd02893[c] 	ATP + bicarbonate + AIR  <=> H+ + ADP + Phosphate + 5'-Phosphoribosyl-4-carboxy-5-aminoimidazole 	(PA5425 and PA5426)	PA5425 PA5426		De Novo Purine Biosynthesis	Purine metabolism	1	-1000	1000	0		Undetermined	*JAB 01/20/13 - Found during evaluation of CoA synthesis requirements in J2315 mod, added with rxn05256	
rxn05256	APSPTi	cpd00193[c] + cpd11421[c]  <=> cpd00081[c] + cpd00018[c] + cpd11420[c] 	APS + trdrd  <=> Sulfite + AMP + trdox 	PA1756	PA1756		Inorganic Sulfur Assimilation|Cysteine Biosynthesis	Sulfur metabolism	1	-1000	1000	0		1.8.4.10	*JAB 01/20/13 - This reaction enabled both cysteine and methionine synthesis on glc-min media	
rxn10963	FeoB iron (II) transporter	cpd00021[e] <=> cpd00021[c]	Fe2+ <=> Fe2+	PA4358	PA4358			Transport	1	-1000	1000	0			*JAB 01/21/13 - found while checking GPRs of other iron transporters	
rxn05559	Formate transporter	cpd00067[e] + cpd00047[e]  <=> cpd00067[c] + cpd00047[c]	H+ + Formate <=> H+ + Formate	PA2777	PA2777			Transport	1	-1000	1000	0		Undetermined	*JAB 02/05/14 - added to improve Biolog predictions, also included in Burk (rJB00236) - found appropriate SEED identifier for same reaction, gene matches ppu nitrite/formate transporter PP_1156 (1e-107)	
